tipe,tanggal,hari,ruang,jam_mulai,jam_selesai,status,kode_mk,kelas,mata_kuliah,nama_dosen,keterangan,tipe_perubahan
template,,Senin,F4.001,7:00,7:50,Kosong,,,,,,normal
template,,Senin,F4.001,7:50,8:40,Kosong,,,,,,normal
template,,Senin,F4.001,8:50,9:40,Terpakai,TIDA04,A,Basis Data Awan,"Tri Andi, S.T., M.Kom.","TIDA04 ( A )
Basis Data Awan
Dosen: TA",normal
template,,Senin,F4.001,9:40,10:30,Terpakai,TIDA04,A,Basis Data Awan,"Tri Andi, S.T., M.Kom.","TIDA04 ( A )
Basis Data Awan
Dosen: TA",normal
template,,Senin,F4.001,10:40,11:30,Terpakai,TIDA04,A,Basis Data Awan,"Tri Andi, S.T., M.Kom.","TIDA04 ( A )
Basis Data Awan
Dosen: TA",normal
template,,Senin,F4.001,12:10,13:10,Kosong,,,,,,normal
template,,Senin,F4.001,13:20,14:10,Terpakai,TI406,F,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Tri Andi, S.T., M.Kom.","TI406 ( F )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: TA",normal
template,,Senin,F4.001,14:10,15:00,Terpakai,TI406,F,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Tri Andi, S.T., M.Kom.","TI406 ( F )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: TA",normal
template,,Senin,F4.001,15:30,16:20,Terpakai,TI406,F,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Tri Andi, S.T., M.Kom.","TI406 ( F )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: TA",normal
template,,Senin,F4.001,16:20,17:10,Kosong,,,,,,normal
template,,Senin,F4.001,17:10,18:00,Kosong,,,,,,normal
template,,Senin,F4.001,18:30,19:20,Kosong,,,,,,normal
template,,Senin,F4.001,19:20,20:10,Kosong,,,,,,normal
template,,Senin,F4.001,20:10,21:00,Kosong,,,,,,normal
template,,Senin,F4.002,7:00,7:50,Kosong,,,,,,normal
template,,Senin,F4.002,7:50,8:40,Kosong,,,,,,normal
template,,Senin,F4.002,8:50,9:40,Terpakai,TI406,A,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( A )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Senin,F4.002,9:40,10:30,Terpakai,TI406,A,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( A )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Senin,F4.002,10:40,11:30,Terpakai,TI406,A,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( A )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Senin,F4.002,12:10,13:10,Kosong,,,,,,normal
template,,Senin,F4.002,13:20,14:10,Terpakai,TI205,E,Dasar Jaringan,"Nurwahyu Alamsyah, S.Kom., M.Kom., M.I.M., Ph.D","TI205 ( E )
Dasar Jaringan
Dosen: NA",normal
template,,Senin,F4.002,14:10,15:00,Terpakai,TI205,E,Dasar Jaringan,"Nurwahyu Alamsyah, S.Kom., M.Kom., M.I.M., Ph.D","TI205 ( E )
Dasar Jaringan
Dosen: NA",normal
template,,Senin,F4.002,15:30,16:20,Terpakai,TI205,E,Dasar Jaringan,"Nurwahyu Alamsyah, S.Kom., M.Kom., M.I.M., Ph.D","TI205 ( E )
Dasar Jaringan
Dosen: NA",normal
template,,Senin,F4.002,16:20,17:10,Terpakai,TI205,C,Dasar Jaringan,"Nurwahyu Alamsyah, S.Kom., M.Kom., M.I.M., Ph.D","TI205 ( C )
Dasar Jaringan
Dosen: NA",normal
template,,Senin,F4.002,17:10,18:00,Terpakai,TI205,C,Dasar Jaringan,"Nurwahyu Alamsyah, S.Kom., M.Kom., M.I.M., Ph.D","TI205 ( C )
Dasar Jaringan
Dosen: NA",normal
template,,Senin,F4.002,18:30,19:20,Terpakai,TI205,C,Dasar Jaringan,"Nurwahyu Alamsyah, S.Kom., M.Kom., M.I.M., Ph.D","TI205 ( C )
Dasar Jaringan
Dosen: NA",normal
template,,Senin,F4.002,19:20,20:10,Kosong,,,,,,normal
template,,Senin,F4.002,20:10,21:00,Kosong,,,,,,normal
template,,Senin,F4.003,7:00,7:50,Kosong,,,,,,normal
template,,Senin,F4.003,7:50,8:40,Kosong,,,,,,normal
template,,Senin,F4.003,8:50,9:40,Terpakai,TI603,B,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( B )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Senin,F4.003,9:40,10:30,Terpakai,TI603,B,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( B )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Senin,F4.003,10:40,11:30,Terpakai,TI603,B,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( B )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Senin,F4.003,12:10,13:10,Kosong,,,,,,normal
template,,Senin,F4.003,13:20,14:10,Terpakai,TI603,C,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( C )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Senin,F4.003,14:10,15:00,Terpakai,TI603,C,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( C )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Senin,F4.003,15:30,16:20,Terpakai,TI603,C,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( C )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Senin,F4.003,16:20,17:10,Kosong,,,,,,normal
template,,Senin,F4.003,17:10,18:00,Kosong,,,,,,normal
template,,Senin,F4.003,18:30,19:20,Kosong,,,,,,normal
template,,Senin,F4.003,19:20,20:10,Kosong,,,,,,normal
template,,Senin,F4.003,20:10,21:00,Kosong,,,,,,normal
template,,Senin,F6.002,7:00,7:50,Kosong,,,,,,normal
template,,Senin,F6.002,7:50,8:40,Kosong,,,,,,normal
template,,Senin,F6.002,8:50,9:40,Terpakai,TI203,A,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( A )
Pemrograman Dasar
Dosen: HS",normal
template,,Senin,F6.002,9:40,10:30,Terpakai,TI203,A,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( A )
Pemrograman Dasar
Dosen: HS",normal
template,,Senin,F6.002,10:40,11:30,Terpakai,TI203,A,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( A )
Pemrograman Dasar
Dosen: HS",normal
template,,Senin,F6.002,12:10,13:10,Kosong,,,,,,normal
template,,Senin,F6.002,13:20,14:10,Terpakai,TI203,D,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( D )
Pemrograman Dasar
Dosen: HS",normal
template,,Senin,F6.002,14:10,15:00,Terpakai,TI203,D,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( D )
Pemrograman Dasar
Dosen: HS",normal
template,,Senin,F6.002,15:30,16:20,Terpakai,TI203,D,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( D )
Pemrograman Dasar
Dosen: HS",normal
template,,Senin,F6.002,16:20,17:10,Terpakai,TI203,E,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( E )
Pemrograman Dasar
Dosen: HS",normal
template,,Senin,F6.002,17:10,18:00,Terpakai,TI203,E,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( E )
Pemrograman Dasar
Dosen: HS",normal
template,,Senin,F6.002,18:30,19:20,Terpakai,TI203,E,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( E )
Pemrograman Dasar
Dosen: HS",normal
template,,Senin,F6.002,19:20,20:10,Kosong,,,,,,normal
template,,Senin,F6.002,20:10,21:00,Kosong,,,,,,normal
template,,Senin,F6.003,7:00,7:50,Kosong,,,,,,normal
template,,Senin,F6.003,7:50,8:40,Kosong,,,,,,normal
template,,Senin,F6.003,8:50,9:40,Terpakai,,,AS,,AS,normal
template,,Senin,F6.003,9:40,10:30,Terpakai,,,AS,,AS,normal
template,,Senin,F6.003,10:40,11:30,Terpakai,,,AS,,AS,normal
template,,Senin,F6.003,12:10,13:10,Kosong,,,,,,normal
template,,Senin,F6.003,13:20,14:10,Kosong,,,,,,normal
template,,Senin,F6.003,14:10,15:00,Kosong,,,,,,normal
template,,Senin,F6.003,15:30,16:20,Kosong,,,,,,normal
template,,Senin,F6.003,16:20,17:10,Kosong,,,,,,normal
template,,Senin,F6.003,17:10,18:00,Kosong,,,,,,normal
template,,Senin,F6.003,18:30,19:20,Kosong,,,,,,normal
template,,Senin,F6.003,19:20,20:10,Kosong,,,,,,normal
template,,Senin,F6.003,20:10,21:00,Kosong,,,,,,normal
template,,Senin,F6.004,7:00,7:50,Terpakai,TI401,F,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( F )
Pengembangan Desain Web
Dosen: AS",normal
template,,Senin,F6.004,7:50,8:40,Terpakai,TI401,F,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( F )
Pengembangan Desain Web
Dosen: AS",normal
template,,Senin,F6.004,8:50,9:40,Terpakai,TI401,F,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( F )
Pengembangan Desain Web
Dosen: AS",normal
template,,Senin,F6.004,9:40,10:30,Terpakai,TI401,E,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( E )
Pengembangan Desain Web
Dosen: AS",normal
template,,Senin,F6.004,10:40,11:30,Terpakai,TI401,E,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( E )
Pengembangan Desain Web
Dosen: AS",normal
template,,Senin,F6.004,12:10,13:10,Terpakai,TI401,E,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( E )
Pengembangan Desain Web
Dosen: AS",normal
template,,Senin,F6.004,13:20,14:10,Kosong,,,,,,normal
template,,Senin,F6.004,14:10,15:00,Kosong,,,,,,normal
template,,Senin,F6.004,15:30,16:20,Kosong,,,,,,normal
template,,Senin,F6.004,16:20,17:10,Kosong,,,,,,normal
template,,Senin,F6.004,17:10,18:00,Kosong,,,,,,normal
template,,Senin,F6.004,18:30,19:20,Kosong,,,,,,normal
template,,Senin,F6.004,19:20,20:10,Kosong,,,,,,normal
template,,Senin,F6.004,20:10,21:00,Kosong,,,,,,normal
template,,Senin,F6.101,7:00,7:50,Kosong,,,,,,normal
template,,Senin,F6.101,7:50,8:40,Kosong,,,,,,normal
template,,Senin,F6.101,8:50,9:40,Terpakai,TI404,C,Keamanan Siber,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI404 ( C )
Keamanan Siber
Dosen: HQ",normal
template,,Senin,F6.101,9:40,10:30,Terpakai,TI404,C,Keamanan Siber,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI404 ( C )
Keamanan Siber
Dosen: HQ",normal
template,,Senin,F6.101,10:40,11:30,Terpakai,TI404,C,Keamanan Siber,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI404 ( C )
Keamanan Siber
Dosen: HQ",normal
template,,Senin,F6.101,12:10,13:10,Kosong,,,,,,normal
template,,Senin,F6.101,13:20,14:10,Terpakai,TI404,D,Keamanan Siber,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI404 ( D )
Keamanan Siber
Dosen: HQ",normal
template,,Senin,F6.101,14:10,15:00,Terpakai,TI404,D,Keamanan Siber,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI404 ( D )
Keamanan Siber
Dosen: HQ",normal
template,,Senin,F6.101,15:30,16:20,Terpakai,TI404,D,Keamanan Siber,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI404 ( D )
Keamanan Siber
Dosen: HQ",normal
template,,Senin,F6.101,16:20,17:10,Kosong,,,,,,normal
template,,Senin,F6.101,17:10,18:00,Kosong,,,,,,normal
template,,Senin,F6.101,18:30,19:20,Kosong,,,,,,normal
template,,Senin,F6.101,19:20,20:10,Kosong,,,,,,normal
template,,Senin,F6.101,20:10,21:00,Kosong,,,,,,normal
template,,Senin,F6.102,7:00,7:50,Kosong,,,,,,normal
template,,Senin,F6.102,7:50,8:40,Kosong,,,,,,normal
template,,Senin,F6.102,8:50,9:40,Kosong,,,,,,normal
template,,Senin,F6.102,9:40,10:30,Kosong,,,,,,normal
template,,Senin,F6.102,10:40,11:30,Kosong,,,,,,normal
template,,Senin,F6.102,12:10,13:10,Kosong,,,,,,normal
template,,Senin,F6.102,13:20,14:10,Kosong,,,,,,normal
template,,Senin,F6.102,14:10,15:00,Kosong,,,,,,normal
template,,Senin,F6.102,15:30,16:20,Kosong,,,,,,normal
template,,Senin,F6.102,16:20,17:10,Kosong,,,,,,normal
template,,Senin,F6.102,17:10,18:00,Kosong,,,,,,normal
template,,Senin,F6.102,18:30,19:20,Kosong,,,,,,normal
template,,Senin,F6.102,19:20,20:10,Kosong,,,,,,normal
template,,Senin,F6.102,20:10,21:00,Kosong,,,,,,normal
template,,Senin,F6.103,7:00,7:50,Kosong,,,,,,normal
template,,Senin,F6.103,7:50,8:40,Kosong,,,,,,normal
template,,Senin,F6.103,8:50,9:40,Kosong,,,,,,normal
template,,Senin,F6.103,9:40,10:30,Kosong,,,,,,normal
template,,Senin,F6.103,10:40,11:30,Kosong,,,,,,normal
template,,Senin,F6.103,12:10,13:10,Kosong,,,,,,normal
template,,Senin,F6.103,13:20,14:10,Kosong,,,,,,normal
template,,Senin,F6.103,14:10,15:00,Kosong,,,,,,normal
template,,Senin,F6.103,15:30,16:20,Kosong,,,,,,normal
template,,Senin,F6.103,16:20,17:10,Kosong,,,,,,normal
template,,Senin,F6.103,17:10,18:00,Kosong,,,,,,normal
template,,Senin,F6.103,18:30,19:20,Kosong,,,,,,normal
template,,Senin,F6.103,19:20,20:10,Kosong,,,,,,normal
template,,Senin,F6.103,20:10,21:00,Kosong,,,,,,normal
template,,Senin,F6.202,7:00,7:50,Kosong,,,,,,normal
template,,Senin,F6.202,7:50,8:40,Kosong,,,,,,normal
template,,Senin,F6.202,8:50,9:40,Kosong,,,,,,normal
template,,Senin,F6.202,9:40,10:30,Kosong,,,,,,normal
template,,Senin,F6.202,10:40,11:30,Kosong,,,,,,normal
template,,Senin,F6.202,12:10,13:10,Kosong,,,,,,normal
template,,Senin,F6.202,13:20,14:10,Kosong,,,,,,normal
template,,Senin,F6.202,14:10,15:00,Kosong,,,,,,normal
template,,Senin,F6.202,15:30,16:20,Kosong,,,,,,normal
template,,Senin,F6.202,16:20,17:10,Kosong,,,,,,normal
template,,Senin,F6.202,17:10,18:00,Kosong,,,,,,normal
template,,Senin,F6.202,18:30,19:20,Kosong,,,,,,normal
template,,Senin,F6.202,19:20,20:10,Kosong,,,,,,normal
template,,Senin,F6.202,20:10,21:00,Kosong,,,,,,normal
template,,Senin,F6.203,7:00,7:50,Kosong,,,,,,normal
template,,Senin,F6.203,7:50,8:40,Kosong,,,,,,normal
template,,Senin,F6.203,8:50,9:40,Kosong,,,,,,normal
template,,Senin,F6.203,9:40,10:30,Kosong,,,,,,normal
template,,Senin,F6.203,10:40,11:30,Kosong,,,,,,normal
template,,Senin,F6.203,12:10,13:10,Kosong,,,,,,normal
template,,Senin,F6.203,13:20,14:10,Kosong,,,,,,normal
template,,Senin,F6.203,14:10,15:00,Kosong,,,,,,normal
template,,Senin,F6.203,15:30,16:20,Kosong,,,,,,normal
template,,Senin,F6.203,16:20,17:10,Kosong,,,,,,normal
template,,Senin,F6.203,17:10,18:00,Kosong,,,,,,normal
template,,Senin,F6.203,18:30,19:20,Kosong,,,,,,normal
template,,Senin,F6.203,19:20,20:10,Kosong,,,,,,normal
template,,Senin,F6.203,20:10,21:00,Kosong,,,,,,normal
template,,Senin,RKBesar/F6.001,7:00,7:50,Kosong,,,,,,normal
template,,Senin,RKBesar/F6.001,7:50,8:40,Kosong,,,,,,normal
template,,Senin,RKBesar/F6.001,8:50,9:40,Terpakai,TI201,"D,E",Matematika Teknologi Informasi 2,"Dr. Nasy'an Taufiq Al Ghifari, S.T., M.T.","TI201 ( D,E )
Matematika Teknologi Informasi 2
Dosen: AG",normal
template,,Senin,RKBesar/F6.001,9:40,10:30,Terpakai,TI201,"D,E",Matematika Teknologi Informasi 2,"Dr. Nasy'an Taufiq Al Ghifari, S.T., M.T.","TI201 ( D,E )
Matematika Teknologi Informasi 2
Dosen: AG",normal
template,,Senin,RKBesar/F6.001,10:40,11:30,Terpakai,TI201,"D,E",Matematika Teknologi Informasi 2,"Dr. Nasy'an Taufiq Al Ghifari, S.T., M.T.","TI201 ( D,E )
Matematika Teknologi Informasi 2
Dosen: AG",normal
template,,Senin,RKBesar/F6.001,12:10,13:10,Kosong,,,,,,normal
template,,Senin,RKBesar/F6.001,13:20,14:10,Terpakai,TI405,"A,B,C",Interaksi Manusia Komputer,TIM Teaching,"TI405 ( A,B,C )
Interaksi Manusia Komputer
Dosen: RG/AG/WS",normal
template,,Senin,RKBesar/F6.001,14:10,15:00,Terpakai,TI405,"A,B,C",Interaksi Manusia Komputer,TIM Teaching,"TI405 ( A,B,C )
Interaksi Manusia Komputer
Dosen: RG/AG/WS",normal
template,,Senin,RKBesar/F6.001,15:30,16:20,Terpakai,TI604,"A, B",Metode Penelitian,"Prof. Ir. Slamet Riyadi, S.T., M.Sc., Ph.D.","TI604 ( A, B )
Metode Penelitian
Dosen: SR",normal
template,,Senin,RKBesar/F6.001,16:20,17:10,Terpakai,TI604,"A, B",Metode Penelitian,"Prof. Ir. Slamet Riyadi, S.T., M.Sc., Ph.D.","TI604 ( A, B )
Metode Penelitian
Dosen: SR",normal
template,,Senin,RKBesar/F6.001,17:10,18:00,Kosong,,,,,,normal
template,,Senin,RKBesar/F6.001,18:30,19:20,Kosong,,,,,,normal
template,,Senin,RKBesar/F6.001,19:20,20:10,Kosong,,,,,,normal
template,,Senin,RKBesar/F6.001,20:10,21:00,Kosong,,,,,,normal
template,,Selasa,F4.001,7:00,7:50,Kosong,,,,,,normal
template,,Selasa,F4.001,7:50,8:40,Kosong,,,,,,normal
template,,Selasa,F4.001,8:50,9:40,Terpakai,TI203,F,Pemrograman Dasar,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI203 ( F )
Pemrograman Dasar
Dosen: HQ",normal
template,,Selasa,F4.001,9:40,10:30,Terpakai,TI203,F,Pemrograman Dasar,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI203 ( F )
Pemrograman Dasar
Dosen: HQ",normal
template,,Selasa,F4.001,10:40,11:30,Terpakai,TI203,F,Pemrograman Dasar,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI203 ( F )
Pemrograman Dasar
Dosen: HQ",normal
template,,Selasa,F4.001,12:10,13:10,Kosong,,,,,,normal
template,,Selasa,F4.001,13:20,14:10,Terpakai,TI202,F,Algoritma dan Struktur Data,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI202 ( F )
Algoritma dan Struktur Data
Dosen: HQ",normal
template,,Selasa,F4.001,14:10,15:00,Terpakai,TI202,F,Algoritma dan Struktur Data,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI202 ( F )
Algoritma dan Struktur Data
Dosen: HQ",normal
template,,Selasa,F4.001,15:30,16:20,Terpakai,TI202,F,Algoritma dan Struktur Data,"Muhammad Abdul Haq, S.Tr.T., M.Eng.","TI202 ( F )
Algoritma dan Struktur Data
Dosen: HQ",normal
template,,Selasa,F4.001,16:20,17:10,Kosong,,,,,,normal
template,,Selasa,F4.001,17:10,18:00,Kosong,,,,,,normal
template,,Selasa,F4.001,18:30,19:20,Kosong,,,,,,normal
template,,Selasa,F4.001,19:20,20:10,Kosong,,,,,,normal
template,,Selasa,F4.001,20:10,21:00,Kosong,,,,,,normal
template,,Selasa,F4.002,7:00,7:50,Kosong,,,,,,normal
template,,Selasa,F4.002,7:50,8:40,Kosong,,,,,,normal
template,,Selasa,F4.002,8:50,9:40,Terpakai,TI406,E,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( E )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Selasa,F4.002,9:40,10:30,Terpakai,TI406,E,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( E )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Selasa,F4.002,10:40,11:30,Terpakai,TI406,E,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( E )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Selasa,F4.002,12:10,13:10,Kosong,,,,,,normal
template,,Selasa,F4.002,13:20,14:10,Kosong,,,,,,normal
template,,Selasa,F4.002,14:10,15:00,Kosong,,,,,,normal
template,,Selasa,F4.002,15:30,16:20,Kosong,,,,,,normal
template,,Selasa,F4.002,16:20,17:10,Terpakai,TI403,F,Routing dan Keamanan Jaringan,"Ir. Eko Prasetyo, M.Eng., Ph.D.","TI403 ( F )
Routing dan Keamanan Jaringan
Dosen: EP",normal
template,,Selasa,F4.002,17:10,18:00,Terpakai,TI403,F,Routing dan Keamanan Jaringan,"Ir. Eko Prasetyo, M.Eng., Ph.D.","TI403 ( F )
Routing dan Keamanan Jaringan
Dosen: EP",normal
template,,Selasa,F4.002,18:30,19:20,Terpakai,TI403,F,Routing dan Keamanan Jaringan,"Ir. Eko Prasetyo, M.Eng., Ph.D.","TI403 ( F )
Routing dan Keamanan Jaringan
Dosen: EP",normal
template,,Selasa,F4.002,19:20,20:10,Kosong,,,,,,normal
template,,Selasa,F4.002,20:10,21:00,Kosong,,,,,,normal
template,,Selasa,F4.003,7:00,7:50,Kosong,,,,,,normal
template,,Selasa,F4.003,7:50,8:40,Kosong,,,,,,normal
template,,Selasa,F4.003,8:50,9:40,Terpakai,TI603,D,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( D )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Selasa,F4.003,9:40,10:30,Terpakai,TI603,D,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( D )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Selasa,F4.003,10:40,11:30,Terpakai,TI603,D,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( D )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Selasa,F4.003,12:10,13:10,Kosong,,,,,,normal
template,,Selasa,F4.003,13:20,14:10,Terpakai,TI603,A,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( A )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Selasa,F4.003,14:10,15:00,Terpakai,TI603,A,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( A )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Selasa,F4.003,15:30,16:20,Terpakai,TI603,A,Deployment Perangkat Lunak,"Dr. Ir. Dwijoko Purbohadi, M.T.","TI603 ( A )
Deployment Perangkat Lunak
Dosen: DP",normal
template,,Selasa,F4.003,16:20,17:10,Kosong,,,,,,normal
template,,Selasa,F4.003,17:10,18:00,Kosong,,,,,,normal
template,,Selasa,F4.003,18:30,19:20,Kosong,,,,,,normal
template,,Selasa,F4.003,19:20,20:10,Kosong,,,,,,normal
template,,Selasa,F4.003,20:10,21:00,Kosong,,,,,,normal
template,,Selasa,F6.002,7:00,7:50,Kosong,,,,,,normal
template,,Selasa,F6.002,7:50,8:40,Kosong,,,,,,normal
template,,Selasa,F6.002,8:50,9:40,Terpakai,TI202,E,Algoritma dan Struktur Data,"Haris Setyawan, S.T., M.Eng.","TI202 ( E )
Algoritma dan Struktur Data
Dosen: HS",normal
template,,Selasa,F6.002,9:40,10:30,Terpakai,TI202,E,Algoritma dan Struktur Data,"Haris Setyawan, S.T., M.Eng.","TI202 ( E )
Algoritma dan Struktur Data
Dosen: HS",normal
template,,Selasa,F6.002,10:40,11:30,Terpakai,TI202,E,Algoritma dan Struktur Data,"Haris Setyawan, S.T., M.Eng.","TI202 ( E )
Algoritma dan Struktur Data
Dosen: HS",normal
template,,Selasa,F6.002,12:10,13:10,Kosong,,,,,,normal
template,,Selasa,F6.002,13:20,14:10,Terpakai,TI203,B,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( B )
Pemrograman Dasar
Dosen: HS",normal
template,,Selasa,F6.002,14:10,15:00,Terpakai,TI203,B,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( B )
Pemrograman Dasar
Dosen: HS",normal
template,,Selasa,F6.002,15:30,16:20,Terpakai,TI203,B,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( B )
Pemrograman Dasar
Dosen: HS",normal
template,,Selasa,F6.002,16:20,17:10,Terpakai,TI203,C,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( C )
Pemrograman Dasar
Dosen: HS",normal
template,,Selasa,F6.002,17:10,18:00,Terpakai,TI203,C,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( C )
Pemrograman Dasar
Dosen: HS",normal
template,,Selasa,F6.002,18:30,19:20,Terpakai,TI203,C,Pemrograman Dasar,"Haris Setyawan, S.T., M.Eng.","TI203 ( C )
Pemrograman Dasar
Dosen: HS",normal
template,,Selasa,F6.002,19:20,20:10,Kosong,,,,,,normal
template,,Selasa,F6.002,20:10,21:00,Kosong,,,,,,normal
template,,Selasa,F6.003,7:00,7:50,Kosong,,,,,,normal
template,,Selasa,F6.003,7:50,8:40,Kosong,,,,,,normal
template,,Selasa,F6.003,8:50,9:40,Terpakai,TI402,F,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( F )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Selasa,F6.003,9:40,10:30,Terpakai,TI402,F,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( F )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Selasa,F6.003,10:40,11:30,Terpakai,TI402,F,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( F )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Selasa,F6.003,12:10,13:10,Kosong,,,,,,normal
template,,Selasa,F6.003,13:20,14:10,Terpakai,TI204,C,Administrasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI204 ( C )
Administrasi Basis Data
Dosen: AK",normal
template,,Selasa,F6.003,14:10,15:00,Terpakai,TI204,C,Administrasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI204 ( C )
Administrasi Basis Data
Dosen: AK",normal
template,,Selasa,F6.003,15:30,16:20,Terpakai,TI204,C,Administrasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI204 ( C )
Administrasi Basis Data
Dosen: AK",normal
